offset,Chord,NormalForm,PCsInNormalForm,HighestPitch,LowestPitch,file,Composer,LocalTonic,LocalMode,Confidence
22.75,<music21.chord.Chord G#2 C#3>,"[8, 1]","[1, 8]",49.0,44.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
22.875,<music21.chord.Chord G3>,[7],[7],55.0,55.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
23.0,<music21.chord.Chord G#2 C#3>,"[8, 1]","[1, 8]",49.0,44.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
23.125,<music21.chord.Chord A3>,[9],[9],57.0,57.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
23.25,<music21.chord.Chord B4 D5>,"[11, 2]","[2, 11]",74.0,71.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
23.375,<music21.chord.Chord C4 F4>,"[0, 5]","[0, 5]",65.0,60.0,Op.27_Variationen.mxl,Webern,0,major,0.27015061500088144
23.5,<music21.chord.Chord G-5 B-5>,"[6, 10]","[6, 10]",82.0,78.0,Op.27_Variationen.mxl,Webern,0,major,0.27015061500088144
23.625,<music21.chord.Chord E3>,[4],[4],52.0,52.0,Op.27_Variationen.mxl,Webern,0,major,0.27015061500088144
23.75,<music21.chord.Chord A3 E-4>,"[3, 9]","[3, 9]",63.0,57.0,Op.27_Variationen.mxl,Webern,0,major,0.27015061500088144
23.875,<music21.chord.Chord D4 G#4 F#5>,"[2, 6, 8]","[2, 6, 8]",78.0,62.0,Op.27_Variationen.mxl,Webern,0,major,0.27015061500088144
24.0,<music21.chord.Chord G4 C5>,"[7, 0]","[0, 7]",72.0,67.0,Op.27_Variationen.mxl,Webern,0,major,0.27015061500088144
24.125,<music21.chord.Chord B-5 D-6>,"[10, 1]","[1, 10]",85.0,82.0,Op.27_Variationen.mxl,Webern,0,major,0.27015061500088144
24.25,<music21.chord.Chord E-4>,[3],[3],63.0,63.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
24.375,<music21.chord.Chord B2 E3>,"[11, 4]","[4, 11]",52.0,47.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
24.5,<music21.chord.Chord F3>,[5],[5],53.0,53.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
24.625,<music21.chord.Chord B2 E3>,"[11, 4]","[4, 11]",52.0,47.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
24.75,<music21.chord.Chord E-4>,[3],[3],63.0,63.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
24.875,<music21.chord.Chord B-5 D-6>,"[10, 1]","[1, 10]",85.0,82.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
25.0,<music21.chord.Chord G4 C5>,"[7, 0]","[0, 7]",72.0,67.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
25.125,<music21.chord.Chord D4 G#4 F#5>,"[2, 6, 8]","[2, 6, 8]",78.0,62.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
25.25,<music21.chord.Chord A3>,[9],[9],57.0,57.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
25.625,<music21.chord.Chord B4 E-5>,"[11, 3]","[3, 11]",75.0,71.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
25.75,<music21.chord.Chord F3 B-3>,"[5, 10]","[5, 10]",58.0,53.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
25.875,<music21.chord.Chord E4 G4>,"[4, 7]","[4, 7]",67.0,64.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
26.0,<music21.chord.Chord D4>,[2],[2],62.0,62.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
26.125,<music21.chord.Chord C#3 F#3>,"[1, 6]","[1, 6]",54.0,49.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
26.25,<music21.chord.Chord C4>,[0],[0],60.0,60.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
26.375,<music21.chord.Chord C#3 F#3>,"[1, 6]","[1, 6]",54.0,49.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
26.5,<music21.chord.Chord D4>,[2],[2],62.0,62.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
26.625,<music21.chord.Chord E4 G4>,"[4, 7]","[4, 7]",67.0,64.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
26.75,<music21.chord.Chord F3 B-3>,"[5, 10]","[5, 10]",58.0,53.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
26.875,<music21.chord.Chord B4 E-5>,"[11, 3]","[3, 11]",75.0,71.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
27.25,<music21.chord.Chord A3 G#4>,"[8, 9]","[8, 9]",68.0,57.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
27.5,<music21.chord.Chord A3 G#4 E-5>,"[3, 8, 9]","[3, 8, 9]",75.0,57.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
27.75,<music21.chord.Chord B-3 B4>,"[10, 11]","[10, 11]",71.0,58.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
28.0,<music21.chord.Chord F3>,[5],[5],53.0,53.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
28.5,<music21.chord.Chord D4 C#5>,"[1, 2]","[1, 2]",73.0,62.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
28.75,<music21.chord.Chord D4 G4 C#5>,"[1, 2, 7]","[1, 2, 7]",73.0,62.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
29.0,<music21.chord.Chord E4 F#5>,"[4, 6]","[4, 6]",78.0,64.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
29.25,<music21.chord.Chord C5>,[0],[0],72.0,72.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
29.75,<music21.chord.Chord C5>,[0],[0],72.0,72.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
30.0,<music21.chord.Chord E4 C5 F#5>,"[0, 4, 6]","[0, 4, 6]",78.0,64.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
30.25,<music21.chord.Chord G4>,[7],[7],67.0,67.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
30.5,<music21.chord.Chord D4 C#5>,"[1, 2]","[1, 2]",73.0,62.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
31.0,<music21.chord.Chord F3>,[5],[5],53.0,53.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
31.25,<music21.chord.Chord F3 B-3 B4>,"[5, 10, 11]","[5, 10, 11]",71.0,53.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
31.5,<music21.chord.Chord E-5>,[3],[3],75.0,75.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
31.75,<music21.chord.Chord A3 G#4>,"[8, 9]","[8, 9]",68.0,57.0,Op.27_Variationen.mxl,Webern,2,minor,0.24351012739703737
32.25,<music21.chord.Chord B-3 A4>,"[9, 10]","[9, 10]",69.0,58.0,Op.27_Variationen.mxl,Webern,2,minor,0.36248712640679026
32.5,<music21.chord.Chord G#3 G4 C#5>,"[7, 8, 1]","[1, 7, 8]",73.0,56.0,Op.27_Variationen.mxl,Webern,2,minor,0.36248712640679026
32.75,<music21.chord.Chord E4>,[4],[4],64.0,64.0,Op.27_Variationen.mxl,Webern,5,minor,0.37117520957992445
33.0,<music21.chord.Chord F#4 C5 F5>,"[0, 5, 6]","[0, 5, 6]",77.0,66.0,Op.27_Variationen.mxl,Webern,5,minor,0.37117520957992445
33.25,<music21.chord.Chord C4 F#4 B4 D5>,"[11, 0, 2, 6]","[0, 2, 6, 11]",74.0,60.0,Op.27_Variationen.mxl,Webern,5,minor,0.37117520957992445
33.5,<music21.chord.Chord F5>,[5],[5],77.0,77.0,Op.27_Variationen.mxl,Webern,5,major,0.3829586078009973
33.75,<music21.chord.Chord E4>,[4],[4],64.0,64.0,Op.27_Variationen.mxl,Webern,5,major,0.3829586078009973
34.0,<music21.chord.Chord G#3 G4 C#5>,"[7, 8, 1]","[1, 7, 8]",73.0,56.0,Op.27_Variationen.mxl,Webern,5,major,0.3829586078009973
34.25,<music21.chord.Chord B-3 A4>,"[9, 10]","[9, 10]",69.0,58.0,Op.27_Variationen.mxl,Webern,5,major,0.3829586078009973
34.75,<music21.chord.Chord G#3>,[8],[8],56.0,56.0,Op.27_Variationen.mxl,Webern,6,major,0.36151321366849903
35.0,<music21.chord.Chord C#3 C4 E-4 D5>,"[0, 1, 2, 3]","[0, 1, 2, 3]",74.0,49.0,Op.27_Variationen.mxl,Webern,6,major,0.36151321366849903
35.25,<music21.chord.Chord F#4>,[6],[6],66.0,66.0,Op.27_Variationen.mxl,Webern,6,major,0.36151321366849903
35.5,<music21.chord.Chord B-2 A3>,"[9, 10]","[9, 10]",57.0,46.0,Op.27_Variationen.mxl,Webern,6,major,0.36151321366849903
35.75,<music21.chord.Chord B3 E4>,"[11, 4]","[4, 11]",64.0,59.0,Op.27_Variationen.mxl,Webern,6,major,0.36151321366849903
36.0,<music21.chord.Chord F3 G4>,"[5, 7]","[5, 7]",67.0,53.0,Op.27_Variationen.mxl,Webern,6,major,0.36151321366849903
36.25,<music21.chord.Chord F3 G4>,"[5, 7]","[5, 7]",67.0,53.0,Op.27_Variationen.mxl,Webern,6,major,0.36151321366849903
36.5,<music21.chord.Chord B3 E4>,"[11, 4]","[4, 11]",64.0,59.0,Op.27_Variationen.mxl,Webern,6,major,0.36151321366849903
36.75,<music21.chord.Chord A2 B-3>,"[9, 10]","[9, 10]",58.0,45.0,Op.27_Variationen.mxl,Webern,6,major,0.36151321366849903
37.0,<music21.chord.Chord F#3>,[6],[6],54.0,54.0,Op.27_Variationen.mxl,Webern,6,major,0.36151321366849903
37.25,<music21.chord.Chord E-3 D4 C5 C#6>,"[0, 1, 2, 3]","[0, 1, 2, 3]",85.0,51.0,Op.27_Variationen.mxl,Webern,6,major,0.36151321366849903
37.5,<music21.chord.Chord G#5>,[8],[8],80.0,80.0,Op.27_Variationen.mxl,Webern,6,major,0.36151321366849903
38.0,<music21.chord.Chord D5 C#6>,"[1, 2]","[1, 2]",85.0,74.0,Op.27_Variationen.mxl,Webern,6,major,0.36151321366849903
38.25,<music21.chord.Chord E5 B-5 E-6>,"[10, 3, 4]","[3, 4, 10]",87.0,76.0,Op.27_Variationen.mxl,Webern,6,major,0.36151321366849903
38.5,<music21.chord.Chord F#4 B4 F5 G5>,"[5, 6, 7, 11]","[5, 6, 7, 11]",79.0,66.0,Op.27_Variationen.mxl,Webern,6,major,0.36151321366849903
38.75,<music21.chord.Chord C4 F4 B4 A5>,"[5, 9, 11, 0]","[0, 5, 9, 11]",81.0,60.0,Op.27_Variationen.mxl,Webern,6,major,0.36151321366849903
39.0,<music21.chord.Chord F#4>,[6],[6],66.0,66.0,Op.27_Variationen.mxl,Webern,6,major,0.36151321366849903
39.5,<music21.chord.Chord G5>,[7],[7],79.0,79.0,Op.27_Variationen.mxl,Webern,6,major,0.36151321366849903
39.75,<music21.chord.Chord E5 B-5 E-6>,"[10, 3, 4]","[3, 4, 10]",87.0,76.0,Op.27_Variationen.mxl,Webern,6,major,0.36151321366849903
40.0,<music21.chord.Chord D5 G#5 C#6>,"[8, 1, 2]","[1, 2, 8]",85.0,74.0,Op.27_Variationen.mxl,Webern,6,major,0.36151321366849903
40.25,<music21.chord.Chord D5 G#5 C#6>,"[8, 1, 2]","[1, 2, 8]",85.0,74.0,Op.27_Variationen.mxl,Webern,6,major,0.36151321366849903
40.5,<music21.chord.Chord B-5>,[10],[10],82.0,82.0,Op.27_Variationen.mxl,Webern,6,major,0.36151321366849903
41.0,<music21.chord.Chord G#3>,[8],[8],56.0,56.0,Op.27_Variationen.mxl,Webern,6,major,0.36151321366849903
42.0,<music21.chord.Chord A4>,[9],[9],69.0,69.0,Op.27_Variationen.mxl,Webern,6,major,0.36151321366849903
42.5,<music21.chord.Chord A4>,[9],[9],69.0,69.0,Op.27_Variationen.mxl,Webern,6,minor,0.4752434834346541
43.5,<music21.chord.Chord C#4>,[1],[1],61.0,61.0,Op.27_Variationen.mxl,Webern,5,minor,0.4714750989926847
44.0,<music21.chord.Chord C#4 F5>,"[1, 5]","[1, 5]",77.0,61.0,Op.27_Variationen.mxl,Webern,0,major,0.4666735715249255
44.5,<music21.chord.Chord F5>,[5],[5],77.0,77.0,Op.27_Variationen.mxl,Webern,0,major,0.4666735715249255
45.0,<music21.chord.Chord B2 D3>,"[11, 2]","[2, 11]",50.0,47.0,Op.27_Variationen.mxl,Webern,0,major,0.4666735715249255
45.5,<music21.chord.Chord E6 G6>,"[4, 7]","[4, 7]",91.0,88.0,Op.27_Variationen.mxl,Webern,0,major,0.3529663426438578
47.0,<music21.chord.Chord F#4 C5 F5>,"[0, 5, 6]","[0, 5, 6]",77.0,66.0,Op.27_Variationen.mxl,Webern,0,major,0.3529663426438578
47.5,<music21.chord.Chord C#4 F#4 C5>,"[0, 1, 6]","[0, 1, 6]",72.0,61.0,Op.27_Variationen.mxl,Webern,11,major,0.33417050125789266
48.5,<music21.chord.Chord E6>,[4],[4],88.0,88.0,Op.27_Variationen.mxl,Webern,11,major,0.33417050125789266
49.0,<music21.chord.Chord D3>,[2],[2],50.0,50.0,Op.27_Variationen.mxl,Webern,11,major,0.33417050125789266
50.0,<music21.chord.Chord G#3>,[8],[8],56.0,56.0,Op.27_Variationen.mxl,Webern,11,major,0.33417050125789266
50.5,<music21.chord.Chord B-5>,[10],[10],82.0,82.0,Op.27_Variationen.mxl,Webern,11,major,0.33417050125789266
51.0,<music21.chord.Chord G6>,[7],[7],91.0,91.0,Op.27_Variationen.mxl,Webern,11,major,0.33417050125789266
51.5,<music21.chord.Chord B2>,[11],[11],47.0,47.0,Op.27_Variationen.mxl,Webern,11,major,0.33417050125789266
52.5,<music21.chord.Chord D3 E-4>,"[2, 3]","[2, 3]",63.0,50.0,Op.27_Variationen.mxl,Webern,11,major,0.33417050125789266
53.0,<music21.chord.Chord D#5 E6>,"[3, 4]","[3, 4]",88.0,75.0,Op.27_Variationen.mxl,Webern,11,major,0.33417050125789266
54.0,<music21.chord.Chord F#4>,[6],[6],66.0,66.0,Op.27_Variationen.mxl,Webern,11,major,0.33417050125789266
54.5,<music21.chord.Chord F#4 C5>,"[0, 6]","[0, 6]",72.0,66.0,Op.27_Variationen.mxl,Webern,11,major,0.33417050125789266
55.0,<music21.chord.Chord C5>,[0],[0],72.0,72.0,Op.27_Variationen.mxl,Webern,11,major,0.33417050125789266
55.5,<music21.chord.Chord E3 G3>,"[4, 7]","[4, 7]",55.0,52.0,Op.27_Variationen.mxl,Webern,6,minor,0.3531007916334711
56.0,<music21.chord.Chord B5 D6>,"[11, 2]","[2, 11]",86.0,83.0,Op.27_Variationen.mxl,Webern,6,minor,0.3531007916334711
57.0,<music21.chord.Chord B4 F5 B-5>,"[5, 10, 11]","[5, 10, 11]",82.0,71.0,Op.27_Variationen.mxl,Webern,6,minor,0.3531007916334711
57.5,<music21.chord.Chord G#3 C#4 G4>,"[7, 8, 1]","[1, 7, 8]",67.0,56.0,Op.27_Variationen.mxl,Webern,6,minor,0.29651819167420845
58.5,<music21.chord.Chord A4>,[9],[9],69.0,69.0,Op.27_Variationen.mxl,Webern,4,minor,0.2761662840920654
59.0,<music21.chord.Chord A4>,[9],[9],69.0,69.0,Op.27_Variationen.mxl,Webern,4,minor,0.2761662840920654
60.0,<music21.chord.Chord C#4>,[1],[1],61.0,61.0,Op.27_Variationen.mxl,Webern,4,minor,0.2761662840920654
60.5,<music21.chord.Chord F5>,[5],[5],77.0,77.0,Op.27_Variationen.mxl,Webern,4,minor,0.2761662840920654
61.0,<music21.chord.Chord C5>,[0],[0],72.0,72.0,Op.27_Variationen.mxl,Webern,4,minor,0.2761662840920654
61.5,<music21.chord.Chord F#4>,[6],[6],66.0,66.0,Op.27_Variationen.mxl,Webern,4,minor,0.2761662840920654
62.5,<music21.chord.Chord B-5>,[10],[10],82.0,82.0,Op.27_Variationen.mxl,Webern,4,minor,0.2761662840920654
63.0,<music21.chord.Chord G#3>,[8],[8],56.0,56.0,Op.27_Variationen.mxl,Webern,4,minor,0.2761662840920654
64.0,<music21.chord.Chord B2>,[11],[11],47.0,47.0,Op.27_Variationen.mxl,Webern,4,minor,0.2761662840920654
64.5,<music21.chord.Chord G6>,[7],[7],91.0,91.0,Op.27_Variationen.mxl,Webern,4,minor,0.2761662840920654
65.0,<music21.chord.Chord G6>,[7],[7],91.0,91.0,Op.27_Variationen.mxl,Webern,4,minor,0.2761662840920654
65.5,<music21.chord.Chord B2>,[11],[11],47.0,47.0,Op.27_Variationen.mxl,Webern,4,minor,0.2761662840920654
66.5,<music21.chord.Chord A4>,[9],[9],69.0,69.0,Op.27_Variationen.mxl,Webern,4,minor,0.2761662840920654
67.0,<music21.chord.Chord A4>,[9],[9],69.0,69.0,Op.27_Variationen.mxl,Webern,4,minor,0.2761662840920654
68.0,<music21.chord.Chord F#4>,[6],[6],66.0,66.0,Op.27_Variationen.mxl,Webern,1,minor,0.2703272428057919
68.5,<music21.chord.Chord F#4 C5>,"[0, 6]","[0, 6]",72.0,66.0,Op.27_Variationen.mxl,Webern,1,minor,0.2703272428057919
69.0,<music21.chord.Chord C5>,[0],[0],72.0,72.0,Op.27_Variationen.mxl,Webern,1,minor,0.2703272428057919
69.5,<music21.chord.Chord E-3 A-3 D4>,"[2, 3, 8]","[2, 3, 8]",62.0,51.0,Op.27_Variationen.mxl,Webern,1,minor,0.2703272428057919
70.0,<music21.chord.Chord E5 B-5 E-6>,"[10, 3, 4]","[3, 4, 10]",87.0,76.0,Op.27_Variationen.mxl,Webern,1,minor,0.2703272428057919
70.5,<music21.chord.Chord E5>,[4],[4],76.0,76.0,Op.27_Variationen.mxl,Webern,1,minor,0.2703272428057919
71.0,<music21.chord.Chord D4>,[2],[2],62.0,62.0,Op.27_Variationen.mxl,Webern,1,minor,0.2703272428057919
72.0,<music21.chord.Chord C5>,[0],[0],72.0,72.0,Op.27_Variationen.mxl,Webern,1,minor,0.2703272428057919
72.5,<music21.chord.Chord F#4>,[6],[6],66.0,66.0,Op.27_Variationen.mxl,Webern,1,minor,0.2703272428057919
73.0,<music21.chord.Chord D-4>,[1],[1],61.0,61.0,Op.27_Variationen.mxl,Webern,1,minor,0.2703272428057919
73.5,<music21.chord.Chord F5>,[5],[5],77.0,77.0,Op.27_Variationen.mxl,Webern,1,minor,0.2703272428057919
74.5,<music21.chord.Chord D3 C#4>,"[1, 2]","[1, 2]",61.0,50.0,Op.27_Variationen.mxl,Webern,1,minor,0.2703272428057919
75.0,<music21.chord.Chord F5 E6>,"[4, 5]","[4, 5]",88.0,77.0,Op.27_Variationen.mxl,Webern,1,minor,0.2703272428057919
76.0,<music21.chord.Chord C5 B-5>,"[10, 0]","[0, 10]",82.0,72.0,Op.27_Variationen.mxl,Webern,5,minor,0.33733068843825853
76.5,<music21.chord.Chord G#3 F#4>,"[6, 8]","[6, 8]",66.0,56.0,Op.27_Variationen.mxl,Webern,10,minor,0.3417673304935101
77.5,<music21.chord.Chord A4>,[9],[9],69.0,69.0,Op.27_Variationen.mxl,Webern,10,minor,0.3417673304935101
78.0,<music21.chord.Chord A4>,[9],[9],69.0,69.0,Op.27_Variationen.mxl,Webern,6,minor,0.4165201176181065
79.0,<music21.chord.Chord F#4 B4 F5>,"[5, 6, 11]","[5, 6, 11]",77.0,66.0,Op.27_Variationen.mxl,Webern,6,minor,0.4165201176181065
79.5,<music21.chord.Chord C#4 G4 C5>,"[7, 0, 1]","[0, 1, 7]",72.0,61.0,Op.27_Variationen.mxl,Webern,6,minor,0.4165201176181065
80.0,<music21.chord.Chord G4>,[7],[7],67.0,67.0,Op.27_Variationen.mxl,Webern,6,minor,0.4165201176181065
80.5,<music21.chord.Chord B4>,[11],[11],71.0,71.0,Op.27_Variationen.mxl,Webern,6,minor,0.4165201176181065
81.5,<music21.chord.Chord D3 E-4>,"[2, 3]","[2, 3]",63.0,50.0,Op.27_Variationen.mxl,Webern,7,major,0.4814635015241367
82.0,<music21.chord.Chord D#5 E6>,"[3, 4]","[3, 4]",88.0,75.0,Op.27_Variationen.mxl,Webern,7,major,0.4814635015241367
84.5,<music21.chord.Chord B-5>,[10],[10],82.0,82.0,Op.27_Variationen.mxl,Webern,4,minor,0.5438341463327387
85.0,<music21.chord.Chord G#3>,[8],[8],56.0,56.0,Op.27_Variationen.mxl,Webern,4,minor,0.5438341463327387
86.5,<music21.chord.Chord E-5>,[3],[3],75.0,75.0,Op.27_Variationen.mxl,Webern,3,minor,0.5596653177064278
87.5,<music21.chord.Chord E-5>,[3],[3],75.0,75.0,Op.27_Variationen.mxl,Webern,3,minor,0.451624415099291
89.5,<music21.chord.Chord B3 E-5>,"[11, 3]","[3, 11]",75.0,59.0,Op.27_Variationen.mxl,Webern,7,minor,0.4439617252081122
90.5,<music21.chord.Chord B-4>,[10],[10],70.0,70.0,Op.27_Variationen.mxl,Webern,7,minor,0.4439617252081122
91.5,<music21.chord.Chord D4>,[2],[2],62.0,62.0,Op.27_Variationen.mxl,Webern,7,minor,0.4439617252081122
93.5,<music21.chord.Chord D4>,[2],[2],62.0,62.0,Op.27_Variationen.mxl,Webern,7,minor,0.4439617252081122
96.5,<music21.chord.Chord C#2>,[1],[1],37.0,37.0,Op.27_Variationen.mxl,Webern,7,minor,0.4439617252081122
97.5,<music21.chord.Chord C4>,[0],[0],60.0,60.0,Op.27_Variationen.mxl,Webern,11,minor,0.4653120033170244
98.5,<music21.chord.Chord F#4>,[6],[6],66.0,66.0,Op.27_Variationen.mxl,Webern,11,minor,0.4653120033170244
99.5,<music21.chord.Chord E3 F#4>,"[4, 6]","[4, 6]",66.0,52.0,Op.27_Variationen.mxl,Webern,4,minor,0.43632516421173095
101.5,<music21.chord.Chord G3>,[7],[7],55.0,55.0,Op.27_Variationen.mxl,Webern,4,minor,0.43632516421173095
106.5,<music21.chord.Chord F6>,[5],[5],89.0,89.0,Op.27_Variationen.mxl,Webern,4,minor,0.43632516421173095
107.5,<music21.chord.Chord F6>,[5],[5],89.0,89.0,Op.27_Variationen.mxl,Webern,8,major,0.473640514947644
108.5,<music21.chord.Chord A3 F6>,"[5, 9]","[5, 9]",89.0,57.0,Op.27_Variationen.mxl,Webern,8,major,0.473640514947644
109.5,<music21.chord.Chord G#4>,[8],[8],68.0,68.0,Op.27_Variationen.mxl,Webern,8,major,0.473640514947644
112.5,<music21.chord.Chord E-4>,[3],[3],63.0,63.0,Op.27_Variationen.mxl,Webern,8,major,0.473640514947644
113.5,<music21.chord.Chord E-4>,[3],[3],63.0,63.0,Op.27_Variationen.mxl,Webern,8,minor,0.4300040973551759
115.5,<music21.chord.Chord G3 E-4>,"[3, 7]","[3, 7]",63.0,55.0,Op.27_Variationen.mxl,Webern,9,minor,0.40835214437955164
116.5,<music21.chord.Chord G#4>,[8],[8],68.0,68.0,Op.27_Variationen.mxl,Webern,9,minor,0.40835214437955164
117.5,<music21.chord.Chord E5>,[4],[4],76.0,76.0,Op.27_Variationen.mxl,Webern,9,minor,0.40835214437955164
119.5,<music21.chord.Chord E5>,[4],[4],76.0,76.0,Op.27_Variationen.mxl,Webern,9,minor,0.40835214437955164
122.5,<music21.chord.Chord F6>,[5],[5],89.0,89.0,Op.27_Variationen.mxl,Webern,9,minor,0.40835214437955164
123.5,<music21.chord.Chord F#2>,[6],[6],42.0,42.0,Op.27_Variationen.mxl,Webern,9,minor,0.4863366733635033
124.5,<music21.chord.Chord C3>,[0],[0],48.0,48.0,Op.27_Variationen.mxl,Webern,7,major,0.4875000752108422
125.5,<music21.chord.Chord C3 D4>,"[0, 2]","[0, 2]",62.0,48.0,Op.27_Variationen.mxl,Webern,7,major,0.4875000752108422
127.5,<music21.chord.Chord B3>,[11],[11],59.0,59.0,Op.27_Variationen.mxl,Webern,7,major,0.4875000752108422
132.5,<music21.chord.Chord C#5>,[1],[1],73.0,73.0,Op.27_Variationen.mxl,Webern,7,major,0.4961689991582265
133.5,<music21.chord.Chord C#5>,[1],[1],73.0,73.0,Op.27_Variationen.mxl,Webern,6,minor,0.5494756156887648
134.5,<music21.chord.Chord A3 C#5>,"[9, 1]","[1, 9]",73.0,57.0,Op.27_Variationen.mxl,Webern,2,minor,0.48942190515956496
135.5,<music21.chord.Chord B-4>,[10],[10],70.0,70.0,Op.27_Variationen.mxl,Webern,2,minor,0.48942190515956496
137.5,<music21.chord.Chord G#4>,[8],[8],68.0,68.0,Op.27_Variationen.mxl,Webern,0,major,0.3880294595357049
138.5,<music21.chord.Chord A3>,[9],[9],57.0,57.0,Op.27_Variationen.mxl,Webern,0,major,0.3880294595357049
139.5,<music21.chord.Chord F6>,[5],[5],89.0,89.0,Op.27_Variationen.mxl,Webern,0,major,0.3880294595357049
140.5,<music21.chord.Chord G4 F6>,"[5, 7]","[5, 7]",89.0,67.0,Op.27_Variationen.mxl,Webern,0,major,0.3880294595357049
142.5,<music21.chord.Chord E4 G4>,"[4, 7]","[4, 7]",67.0,64.0,Op.27_Variationen.mxl,Webern,0,major,0.3880294595357049
143.5,<music21.chord.Chord E4 F#5>,"[4, 6]","[4, 6]",78.0,64.0,Op.27_Variationen.mxl,Webern,0,major,0.3880294595357049
144.5,<music21.chord.Chord F#5>,[6],[6],78.0,78.0,Op.27_Variationen.mxl,Webern,0,major,0.3880294595357049
145.5,<music21.chord.Chord C5>,[0],[0],72.0,72.0,Op.27_Variationen.mxl,Webern,7,minor,0.48142883982705115
146.5,<music21.chord.Chord D3 C#4>,"[1, 2]","[1, 2]",61.0,50.0,Op.27_Variationen.mxl,Webern,7,minor,0.4439617252081122
147.5,<music21.chord.Chord D3>,[2],[2],50.0,50.0,Op.27_Variationen.mxl,Webern,7,minor,0.394136080681419
148.5,<music21.chord.Chord D3 B-4>,"[10, 2]","[2, 10]",70.0,50.0,Op.27_Variationen.mxl,Webern,7,minor,0.394136080681419
149.5,<music21.chord.Chord D3 B3>,"[11, 2]","[2, 11]",59.0,50.0,Op.27_Variationen.mxl,Webern,7,minor,0.394136080681419
151.5,<music21.chord.Chord E-5>,[3],[3],75.0,75.0,Op.27_Variationen.mxl,Webern,8,minor,0.34195488003129976
154.5,<music21.chord.Chord E6>,[4],[4],88.0,88.0,Op.27_Variationen.mxl,Webern,8,minor,0.34195488003129976
155.5,<music21.chord.Chord C4 B4>,"[11, 0]","[0, 11]",71.0,60.0,Op.27_Variationen.mxl,Webern,8,minor,0.34195488003129976
156.5,<music21.chord.Chord E-5>,[3],[3],75.0,75.0,Op.27_Variationen.mxl,Webern,8,minor,0.34195488003129976
157.5,<music21.chord.Chord D4 C#5>,"[1, 2]","[1, 2]",73.0,62.0,Op.27_Variationen.mxl,Webern,8,minor,0.34195488003129976
159.5,<music21.chord.Chord G5>,[7],[7],79.0,79.0,Op.27_Variationen.mxl,Webern,3,minor,0.4238136644968182
160.5,<music21.chord.Chord F4>,[5],[5],65.0,65.0,Op.27_Variationen.mxl,Webern,3,minor,0.4238136644968182
161.5,<music21.chord.Chord A-3>,[8],[8],56.0,56.0,Op.27_Variationen.mxl,Webern,3,minor,0.4238136644968182
162.5,<music21.chord.Chord F#5>,[6],[6],78.0,78.0,Op.27_Variationen.mxl,Webern,3,minor,0.4238136644968182
163.5,<music21.chord.Chord B-3 A4>,"[9, 10]","[9, 10]",69.0,58.0,Op.27_Variationen.mxl,Webern,3,minor,0.4238136644968182
