offset,Chord,NormalForm,PCsInNormalForm,HighestPitch,LowestPitch,file,Composer,LocalTonic,LocalMode,Confidence
405.0,<music21.chord.Chord E2 B-2 D4 G4 D5>,"[2, 4, 7, 10]","[2, 4, 7, 10]",74.0,40.0,Op.1_PianoSonata.mxl,Berg,9,minor,0.368542061491872
405.5,<music21.chord.Chord F2 B-2 D4 G4 D5>,"[2, 5, 7, 10]","[2, 5, 7, 10]",74.0,41.0,Op.1_PianoSonata.mxl,Berg,9,minor,0.368542061491872
406.0,<music21.chord.Chord B-2 D3 D4 B-4 D5>,"[10, 2]","[2, 10]",74.0,46.0,Op.1_PianoSonata.mxl,Berg,4,major,0.3505151307685396
1219/3,<music21.chord.Chord B-2 D4 G-4 D5>,"[2, 6, 10]","[2, 6, 10]",74.0,46.0,Op.1_PianoSonata.mxl,Berg,4,major,0.3505151307685396
1220/3,<music21.chord.Chord B-2 F#3 G-4 E-5>,"[3, 6, 10]","[3, 6, 10]",75.0,46.0,Op.1_PianoSonata.mxl,Berg,4,major,0.3505151307685396
407.0,<music21.chord.Chord C4 F4 B-4 E-5>,"[10, 0, 3, 5]","[0, 3, 5, 10]",75.0,60.0,Op.1_PianoSonata.mxl,Berg,4,major,0.3505151307685396
407.5,<music21.chord.Chord C4 E4 B-4 D5>,"[10, 0, 2, 4]","[0, 2, 4, 10]",74.0,60.0,Op.1_PianoSonata.mxl,Berg,4,major,0.3505151307685396
408.0,<music21.chord.Chord A-3 C4 E4 B-4 D5>,"[8, 10, 0, 2, 4]","[0, 2, 4, 8, 10]",74.0,56.0,Op.1_PianoSonata.mxl,Berg,4,major,0.3505151307685396
408.5,<music21.chord.Chord D-3 C4 F4 C-5 E-5>,"[11, 0, 1, 3, 5]","[0, 1, 3, 5, 11]",75.0,49.0,Op.1_PianoSonata.mxl,Berg,4,major,0.3505151307685396
409.0,<music21.chord.Chord F3 C4 F4 C-5 E-5>,"[11, 0, 3, 5]","[0, 3, 5, 11]",75.0,53.0,Op.1_PianoSonata.mxl,Berg,4,major,0.3505151307685396
409.5,<music21.chord.Chord F#3 C4 E4 B-4 D5>,"[10, 0, 2, 4, 6]","[0, 2, 4, 6, 10]",74.0,54.0,Op.1_PianoSonata.mxl,Berg,4,major,0.3505151307685396
409.75,<music21.chord.Chord F#3 C4 E4 B-4 D5>,"[10, 0, 2, 4, 6]","[0, 2, 4, 6, 10]",74.0,54.0,Op.1_PianoSonata.mxl,Berg,4,major,0.3505151307685396
410.0,<music21.chord.Chord B2 D#4 A4 C#5>,"[9, 11, 1, 3]","[1, 3, 9, 11]",73.0,47.0,Op.1_PianoSonata.mxl,Berg,4,major,0.3505151307685396
410.5,<music21.chord.Chord B2 D#4 A4 F#5>,"[3, 6, 9, 11]","[3, 6, 9, 11]",78.0,47.0,Op.1_PianoSonata.mxl,Berg,4,major,0.3505151307685396
411.0,<music21.chord.Chord B2 A3 E4 G#4 B#4>,"[8, 9, 11, 0, 4]","[0, 4, 8, 9, 11]",72.0,47.0,Op.1_PianoSonata.mxl,Berg,4,major,0.3505151307685396
411.5,<music21.chord.Chord B2 D4 E4 G#4 B#4>,"[8, 11, 0, 2, 4]","[0, 2, 4, 8, 11]",72.0,47.0,Op.1_PianoSonata.mxl,Berg,4,major,0.3505151307685396
412.0,<music21.chord.Chord B2 G#3 E4 G#4 B#4>,"[4, 8, 11, 0]","[0, 4, 8, 11]",72.0,47.0,Op.1_PianoSonata.mxl,Berg,4,major,0.3505151307685396
412.5,<music21.chord.Chord B2 G#3 E4 G#4 C#5>,"[8, 11, 1, 4]","[1, 4, 8, 11]",73.0,47.0,Op.1_PianoSonata.mxl,Berg,4,major,0.3505151307685396
413.0,<music21.chord.Chord B2 A-3 B3 G4 B4 G5>,"[7, 8, 11]","[7, 8, 11]",79.0,47.0,Op.1_PianoSonata.mxl,Berg,4,major,0.3505151307685396
413.5,<music21.chord.Chord B2 E-4 G4 B4 G5>,"[3, 7, 11]","[3, 7, 11]",79.0,47.0,Op.1_PianoSonata.mxl,Berg,4,major,0.3505151307685396
414.0,<music21.chord.Chord B2 G3 G4 B4 G5>,"[7, 11]","[7, 11]",79.0,47.0,Op.1_PianoSonata.mxl,Berg,4,minor,0.4606565605467348
414.75,<music21.chord.Chord B2 G3 G4 B4 G5>,"[7, 11]","[7, 11]",79.0,47.0,Op.1_PianoSonata.mxl,Berg,4,minor,0.4606565605467348
415.0,<music21.chord.Chord B2 G3 E-4 F5>,"[3, 5, 7, 11]","[3, 5, 7, 11]",77.0,47.0,Op.1_PianoSonata.mxl,Berg,4,minor,0.4606565605467348
415.25,<music21.chord.Chord B2 G3 E-4 E-5>,"[3, 7, 11]","[3, 7, 11]",75.0,47.0,Op.1_PianoSonata.mxl,Berg,4,minor,0.4606565605467348
415.5,<music21.chord.Chord B2 G3 E-4 B4>,"[3, 7, 11]","[3, 7, 11]",71.0,47.0,Op.1_PianoSonata.mxl,Berg,4,minor,0.4606565605467348
415.75,<music21.chord.Chord B2 G3 E-4 G4>,"[3, 7, 11]","[3, 7, 11]",67.0,47.0,Op.1_PianoSonata.mxl,Berg,4,minor,0.4606565605467348
416.0,<music21.chord.Chord B2 A3 B3 D#4 E#4>,"[3, 5, 9, 11]","[3, 5, 9, 11]",65.0,47.0,Op.1_PianoSonata.mxl,Berg,4,minor,0.4606565605467348
416.5,<music21.chord.Chord B2 A3 B3 D#4 F#4>,"[3, 6, 9, 11]","[3, 6, 9, 11]",66.0,47.0,Op.1_PianoSonata.mxl,Berg,4,minor,0.4606565605467348
417.0,<music21.chord.Chord A2 B3 D#4 B4>,"[9, 11, 3]","[3, 9, 11]",71.0,45.0,Op.1_PianoSonata.mxl,Berg,4,minor,0.4606565605467348
417.5,<music21.chord.Chord A2 E#3 B3 D#4 B4>,"[3, 5, 9, 11]","[3, 5, 9, 11]",71.0,45.0,Op.1_PianoSonata.mxl,Berg,4,minor,0.4606565605467348
418.0,<music21.chord.Chord G#2 E#3 B3 D#4 B4>,"[3, 5, 8, 11]","[3, 5, 8, 11]",71.0,44.0,Op.1_PianoSonata.mxl,Berg,4,minor,0.4606565605467348
418.5,<music21.chord.Chord G#2 E#3 B3 D#4 B4>,"[3, 5, 8, 11]","[3, 5, 8, 11]",71.0,44.0,Op.1_PianoSonata.mxl,Berg,4,minor,0.4606565605467348
419.0,<music21.chord.Chord G#2 E#3 B3 D#4>,"[3, 5, 8, 11]","[3, 5, 8, 11]",63.0,44.0,Op.1_PianoSonata.mxl,Berg,4,minor,0.4606565605467348
420.0,<music21.chord.Chord G#2 E#3 B3 D#4>,"[3, 5, 8, 11]","[3, 5, 8, 11]",63.0,44.0,Op.1_PianoSonata.mxl,Berg,4,minor,0.4606565605467348
420.75,<music21.chord.Chord G#2 E#3 B3 D#4>,"[3, 5, 8, 11]","[3, 5, 8, 11]",63.0,44.0,Op.1_PianoSonata.mxl,Berg,4,minor,0.4606565605467348
421.0,<music21.chord.Chord C#3 A#3 B3 E#4>,"[10, 11, 1, 5]","[1, 5, 10, 11]",65.0,49.0,Op.1_PianoSonata.mxl,Berg,4,minor,0.4606565605467348
421.25,<music21.chord.Chord C#3 G#3 B3 E#4>,"[5, 8, 11, 1]","[1, 5, 8, 11]",65.0,49.0,Op.1_PianoSonata.mxl,Berg,4,minor,0.4606565605467348
421.5,<music21.chord.Chord D3 B3 F#4>,"[11, 2, 6]","[2, 6, 11]",66.0,50.0,Op.1_PianoSonata.mxl,Berg,4,minor,0.4606565605467348
421.75,<music21.chord.Chord B2 B3 F#4>,"[6, 11]","[6, 11]",66.0,47.0,Op.1_PianoSonata.mxl,Berg,4,minor,0.4606565605467348
422.0,<music21.chord.Chord A2 B3 D4 F#4 B4>,"[6, 9, 11, 2]","[2, 6, 9, 11]",71.0,45.0,Op.1_PianoSonata.mxl,Berg,4,major,0.5070991722564943
423.0,<music21.chord.Chord G2 B3 D4 F#4 B4>,"[6, 7, 11, 2]","[2, 6, 7, 11]",71.0,43.0,Op.1_PianoSonata.mxl,Berg,4,major,0.5070991722564943
423.5,<music21.chord.Chord G2 B3 D4 F#4 B4>,"[6, 7, 11, 2]","[2, 6, 7, 11]",71.0,43.0,Op.1_PianoSonata.mxl,Berg,4,major,0.5070991722564943
424.0,<music21.chord.Chord G2 B3 D4 E4>,"[11, 2, 4, 7]","[2, 4, 7, 11]",64.0,43.0,Op.1_PianoSonata.mxl,Berg,4,major,0.5070991722564943
425.0,<music21.chord.Chord F#2 B3 D4 E4>,"[11, 2, 4, 6]","[2, 4, 6, 11]",64.0,42.0,Op.1_PianoSonata.mxl,Berg,4,major,0.5070991722564943
425.5,<music21.chord.Chord F#2 B3 D4 F#4>,"[11, 2, 6]","[2, 6, 11]",66.0,42.0,Op.1_PianoSonata.mxl,Berg,4,major,0.5070991722564943
426.0,<music21.chord.Chord E2 B-3 D4 A4>,"[9, 10, 2, 4]","[2, 4, 9, 10]",69.0,40.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.5337792052617469
426.25,<music21.chord.Chord E2 B-3 D4 G4>,"[2, 4, 7, 10]","[2, 4, 7, 10]",67.0,40.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.5337792052617469
426.5,<music21.chord.Chord E2 B-3 D4>,"[10, 2, 4]","[2, 4, 10]",62.0,40.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.6107342483095316
426.75,<music21.chord.Chord E2 B-3 D4>,"[10, 2, 4]","[2, 4, 10]",62.0,40.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.6107342483095316
427.0,<music21.chord.Chord E2 F#3 A3>,"[4, 6, 9]","[4, 6, 9]",57.0,40.0,Op.1_PianoSonata.mxl,Berg,7,major,0.7039476578614497
427.25,<music21.chord.Chord E2 F#3 G3>,"[4, 6, 7]","[4, 6, 7]",55.0,40.0,Op.1_PianoSonata.mxl,Berg,7,major,0.7039476578614497
427.5,<music21.chord.Chord E2 D3 G3>,"[2, 4, 7]","[2, 4, 7]",55.0,40.0,Op.1_PianoSonata.mxl,Berg,7,major,0.7039476578614497
427.75,<music21.chord.Chord E2 B-2 G3>,"[4, 7, 10]","[4, 7, 10]",55.0,40.0,Op.1_PianoSonata.mxl,Berg,7,major,0.7039476578614497
428.0,<music21.chord.Chord A2 D3 F3 G#3>,"[2, 5, 8, 9]","[2, 5, 8, 9]",56.0,45.0,Op.1_PianoSonata.mxl,Berg,7,major,0.7039476578614497
428.25,<music21.chord.Chord F2 D3 F3 G#3>,"[2, 5, 8]","[2, 5, 8]",56.0,41.0,Op.1_PianoSonata.mxl,Berg,7,major,0.7039476578614497
428.5,<music21.chord.Chord E2 D3 F3 A3>,"[2, 4, 5, 9]","[2, 4, 5, 9]",57.0,40.0,Op.1_PianoSonata.mxl,Berg,7,major,0.7039476578614497
428.75,<music21.chord.Chord D2 D3 F3 A3>,"[2, 5, 9]","[2, 5, 9]",57.0,38.0,Op.1_PianoSonata.mxl,Berg,7,major,0.7039476578614497
429.0,<music21.chord.Chord D2 G#3>,"[2, 8]","[2, 8]",56.0,38.0,Op.1_PianoSonata.mxl,Berg,7,major,0.7039476578614497
429.25,<music21.chord.Chord F3 A3>,"[5, 9]","[5, 9]",57.0,53.0,Op.1_PianoSonata.mxl,Berg,7,major,0.7043423089078963
429.5,<music21.chord.Chord E3 C#4>,"[1, 4]","[1, 4]",61.0,52.0,Op.1_PianoSonata.mxl,Berg,7,major,0.7043423089078963
429.75,<music21.chord.Chord D3 D4>,[2],[2],62.0,50.0,Op.1_PianoSonata.mxl,Berg,7,major,0.7043423089078963
430.0,<music21.chord.Chord D3 C#4>,"[1, 2]","[1, 2]",61.0,50.0,Op.1_PianoSonata.mxl,Berg,7,major,0.7043423089078963
2581/6,<music21.chord.Chord D3 D4>,[2],[2],62.0,50.0,Op.1_PianoSonata.mxl,Berg,7,major,0.7043423089078963
430.25,<music21.chord.Chord C4 D4>,"[0, 2]","[0, 2]",62.0,60.0,Op.1_PianoSonata.mxl,Berg,7,major,0.7043423089078963
1291/3,<music21.chord.Chord C4 B-4>,"[10, 0]","[0, 10]",70.0,60.0,Op.1_PianoSonata.mxl,Berg,7,major,0.7043423089078963
430.5,<music21.chord.Chord B3 F4>,"[5, 11]","[5, 11]",65.0,59.0,Op.1_PianoSonata.mxl,Berg,7,major,0.7043423089078963
1292/3,<music21.chord.Chord B3 A4>,"[9, 11]","[9, 11]",69.0,59.0,Op.1_PianoSonata.mxl,Berg,7,major,0.7043423089078963
430.75,<music21.chord.Chord A3 A4>,[9],[9],69.0,57.0,Op.1_PianoSonata.mxl,Berg,7,major,0.7043423089078963
2585/6,<music21.chord.Chord A3 E5>,"[4, 9]","[4, 9]",76.0,57.0,Op.1_PianoSonata.mxl,Berg,7,major,0.7043423089078963
431.0,<music21.chord.Chord G3 C4 F4 A4 D5>,"[5, 7, 9, 0, 2]","[0, 2, 5, 7, 9]",74.0,55.0,Op.1_PianoSonata.mxl,Berg,7,major,0.7043423089078963
431.5,<music21.chord.Chord G2 C4 F4 A4 D5>,"[5, 7, 9, 0, 2]","[0, 2, 5, 7, 9]",74.0,43.0,Op.1_PianoSonata.mxl,Berg,7,major,0.7043423089078963
431.75,<music21.chord.Chord G2 C4 F4 A4 D5>,"[5, 7, 9, 0, 2]","[0, 2, 5, 7, 9]",74.0,43.0,Op.1_PianoSonata.mxl,Berg,7,major,0.7043423089078963
432.0,<music21.chord.Chord B-2 B-3 D-4 F4 A4>,"[9, 10, 1, 5]","[1, 5, 9, 10]",69.0,46.0,Op.1_PianoSonata.mxl,Berg,5,major,0.7089130761833541
2593/6,<music21.chord.Chord B-2 B-3 D-4 F4 F5>,"[10, 1, 5]","[1, 5, 10]",77.0,46.0,Op.1_PianoSonata.mxl,Berg,5,major,0.7089130761833541
1297/3,<music21.chord.Chord B-2 B-3 D-4 F4 B-4>,"[10, 1, 5]","[1, 5, 10]",70.0,46.0,Op.1_PianoSonata.mxl,Berg,5,major,0.7004729986589233
432.5,<music21.chord.Chord A3 D-5>,"[9, 1]","[1, 9]",73.0,57.0,Op.1_PianoSonata.mxl,Berg,5,major,0.6188188791398115
1298/3,<music21.chord.Chord A3 D-5 A-5>,"[8, 9, 1]","[1, 8, 9]",80.0,57.0,Op.1_PianoSonata.mxl,Berg,5,major,0.6188188791398115
2597/6,<music21.chord.Chord A3 D-5 G5>,"[7, 9, 1]","[1, 7, 9]",79.0,57.0,Op.1_PianoSonata.mxl,Berg,5,major,0.5658474094725912
433.0,<music21.chord.Chord A3 F5 G5 F6>,"[5, 7, 9]","[5, 7, 9]",89.0,57.0,Op.1_PianoSonata.mxl,Berg,5,major,0.5226667912607419
2599/6,<music21.chord.Chord F4 F5 G5 F6>,"[5, 7]","[5, 7]",89.0,65.0,Op.1_PianoSonata.mxl,Berg,5,major,0.4960077098507874
1300/3,<music21.chord.Chord B-3 F5 G5 F6>,"[5, 7, 10]","[5, 7, 10]",89.0,58.0,Op.1_PianoSonata.mxl,Berg,5,major,0.4597606462541766
433.5,<music21.chord.Chord D-4 E5 G#5 E6>,"[1, 4, 8]","[1, 4, 8]",88.0,61.0,Op.1_PianoSonata.mxl,Berg,2,major,0.38002976542829014
1301/3,<music21.chord.Chord A-4 E5 G#5 E6>,"[4, 8]","[4, 8]",88.0,68.0,Op.1_PianoSonata.mxl,Berg,2,major,0.38002976542829014
2603/6,<music21.chord.Chord G4 E5 G#5 E6>,"[4, 7, 8]","[4, 7, 8]",88.0,67.0,Op.1_PianoSonata.mxl,Berg,2,major,0.3671688783543746
434.0,<music21.chord.Chord F4 D5 A5 D6>,"[2, 5, 9]","[2, 5, 9]",86.0,65.0,Op.1_PianoSonata.mxl,Berg,2,major,0.3671688783543746
434.5,<music21.chord.Chord E4 F4 D5 A5 D6>,"[2, 4, 5, 9]","[2, 4, 5, 9]",86.0,64.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.34553148373340997
434.75,<music21.chord.Chord E4 F4 C5 A5 C6>,"[4, 5, 9, 0]","[0, 4, 5, 9]",84.0,64.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.34553148373340997
435.0,<music21.chord.Chord D4 F4 B-4 F5 B-5>,"[10, 2, 5]","[2, 5, 10]",82.0,62.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.34553148373340997
435.5,<music21.chord.Chord C4 F4 A4 F5 A5>,"[5, 9, 0]","[0, 5, 9]",81.0,60.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.34553148373340997
436.0,<music21.chord.Chord B3 F#4 A#4 C5 E5 C6>,"[10, 11, 0, 4, 6]","[0, 4, 6, 10, 11]",84.0,59.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.34553148373340997
436.25,<music21.chord.Chord B3 F#4 A#4 C5 E5 C6>,"[10, 11, 0, 4, 6]","[0, 4, 6, 10, 11]",84.0,59.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.34553148373340997
436.5,<music21.chord.Chord B3 F#4 A#4 B4 D#5>,"[10, 11, 3, 6]","[3, 6, 10, 11]",75.0,59.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.34553148373340997
437.0,<music21.chord.Chord A3 C4 F#4 E5>,"[4, 6, 9, 0]","[0, 4, 6, 9]",76.0,57.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.34553148373340997
437.5,<music21.chord.Chord A2 A3 F#4 E5>,"[4, 6, 9]","[4, 6, 9]",76.0,45.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.34553148373340997
437.75,<music21.chord.Chord A2 A3 F#4 E5>,"[4, 6, 9]","[4, 6, 9]",76.0,45.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.34553148373340997
438.0,<music21.chord.Chord E3 B3 G4 B4>,"[4, 7, 11]","[4, 7, 11]",71.0,52.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.34553148373340997
2629/6,<music21.chord.Chord E3 B3 G4 G5>,"[4, 7, 11]","[4, 7, 11]",79.0,52.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.34553148373340997
1315/3,<music21.chord.Chord E3 B3 G4 D#5>,"[3, 4, 7, 11]","[3, 4, 7, 11]",75.0,52.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.34553148373340997
438.5,<music21.chord.Chord E3 C4 E5>,"[0, 4]","[0, 4]",76.0,52.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.34553148373340997
1316/3,<music21.chord.Chord E3 C4 E5 C6>,"[0, 4]","[0, 4]",84.0,52.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.34553148373340997
2633/6,<music21.chord.Chord E3 C4 E5 B5>,"[11, 0, 4]","[0, 4, 11]",83.0,52.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.34553148373340997
439.0,<music21.chord.Chord E3 C4 A5 B-5 A6>,"[9, 10, 0, 4]","[0, 4, 9, 10]",93.0,52.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.34553148373340997
2635/6,<music21.chord.Chord E3 G4 A5 B-5 A6>,"[4, 7, 9, 10]","[4, 7, 9, 10]",93.0,52.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.34553148373340997
1318/3,<music21.chord.Chord E3 C#4 A5 B-5 A6>,"[9, 10, 1, 4]","[1, 4, 9, 10]",93.0,52.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.34553148373340997
439.5,<music21.chord.Chord E4 A5 B-5 A6>,"[4, 9, 10]","[4, 9, 10]",93.0,64.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.34553148373340997
1319/3,<music21.chord.Chord E4 C5 A5 B-5 A6>,"[9, 10, 0, 4]","[0, 4, 9, 10]",93.0,64.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.34553148373340997
439.75,<music21.chord.Chord E4 C5 G5 B-5 G6>,"[4, 7, 10, 0]","[0, 4, 7, 10]",91.0,64.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.34553148373340997
2639/6,<music21.chord.Chord E4 B4 G5 B-5 G6>,"[4, 7, 10, 11]","[4, 7, 10, 11]",91.0,64.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.34553148373340997
440.0,<music21.chord.Chord D4 F#4 A#4 F#5 A#5 C#6 F#6>,"[6, 10, 1, 2]","[1, 2, 6, 10]",90.0,62.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.34553148373340997
440.5,<music21.chord.Chord C#4 F#4 A#4 F#5 A#5 C#6 F#6>,"[6, 10, 1]","[1, 6, 10]",90.0,61.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.34553148373340997
440.75,<music21.chord.Chord C#4 F#4 A#4 E5 A#5 E6>,"[10, 1, 4, 6]","[1, 4, 6, 10]",88.0,61.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.34553148373340997
441.0,<music21.chord.Chord C#4 F#4 A#4 D5 A#5 D6>,"[6, 10, 1, 2]","[1, 2, 6, 10]",86.0,61.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.34553148373340997
441.5,<music21.chord.Chord C#4 F#4 A#4 C#5 A#5 C#6>,"[6, 10, 1]","[1, 6, 10]",85.0,61.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.34553148373340997
441.75,<music21.chord.Chord C4 F#4 A#4 C#5 A#5 C#6>,"[6, 10, 0, 1]","[0, 1, 6, 10]",85.0,60.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.34553148373340997
442.0,<music21.chord.Chord B3 F4 A4 E5 A5 E6>,"[4, 5, 9, 11]","[4, 5, 9, 11]",88.0,59.0,Op.1_PianoSonata.mxl,Berg,11,minor,0.34553148373340997
442.5,<music21.chord.Chord B3 F4 A4 F5 A5>,"[5, 9, 11]","[5, 9, 11]",81.0,59.0,Op.1_PianoSonata.mxl,Berg,10,minor,0.3640306996347468
443.0,<music21.chord.Chord B-3 E4 G4 D5 G5 D6>,"[2, 4, 7, 10]","[2, 4, 7, 10]",86.0,58.0,Op.1_PianoSonata.mxl,Berg,2,major,0.4520858999286035
443.5,<music21.chord.Chord B-3 E4 G4 D5 G5 D6>,"[2, 4, 7, 10]","[2, 4, 7, 10]",86.0,58.0,Op.1_PianoSonata.mxl,Berg,2,major,0.4696427611174542
443.75,<music21.chord.Chord B-3 E4 G4 C5 G5 C6>,"[4, 7, 10, 0]","[0, 4, 7, 10]",84.0,58.0,Op.1_PianoSonata.mxl,Berg,2,major,0.4696427611174542
444.0,<music21.chord.Chord B-3 E4 G4 B4 G5 B5>,"[4, 7, 10, 11]","[4, 7, 10, 11]",83.0,58.0,Op.1_PianoSonata.mxl,Berg,2,major,0.4696427611174542
444.5,<music21.chord.Chord B-3 E4 G4 C5 G5 C6>,"[4, 7, 10, 0]","[0, 4, 7, 10]",84.0,58.0,Op.1_PianoSonata.mxl,Berg,2,major,0.4696427611174542
445.0,<music21.chord.Chord A3 E-4 G4 D5 G5 D6>,"[2, 3, 7, 9]","[2, 3, 7, 9]",86.0,57.0,Op.1_PianoSonata.mxl,Berg,7,minor,0.485059239801935
445.5,<music21.chord.Chord A3 E-4 G4 E-5 G5>,"[3, 7, 9]","[3, 7, 9]",79.0,57.0,Op.1_PianoSonata.mxl,Berg,7,minor,0.5416656867615557
446.0,<music21.chord.Chord B-3 E-4 G-4 D5 F#5 D6>,"[2, 3, 6, 10]","[2, 3, 6, 10]",86.0,58.0,Op.1_PianoSonata.mxl,Berg,3,minor,0.4734224373932575
446.5,<music21.chord.Chord B-3 E-4 G-4 D5 F#5 D6>,"[2, 3, 6, 10]","[2, 3, 6, 10]",86.0,58.0,Op.1_PianoSonata.mxl,Berg,3,minor,0.4734224373932575
446.75,<music21.chord.Chord B-3 E-4 G-4 C5 F#5 C6>,"[10, 0, 3, 6]","[0, 3, 6, 10]",84.0,58.0,Op.1_PianoSonata.mxl,Berg,3,minor,0.4734224373932575
447.0,<music21.chord.Chord B-3 E-4 G-4 B-4 F#5 B-5>,"[3, 6, 10]","[3, 6, 10]",82.0,58.0,Op.1_PianoSonata.mxl,Berg,3,minor,0.4734224373932575
447.5,<music21.chord.Chord B-3 E-4 G-4 B4 F#5 B5>,"[10, 11, 3, 6]","[3, 6, 10, 11]",83.0,58.0,Op.1_PianoSonata.mxl,Berg,3,minor,0.3893877764301481
448.0,<music21.chord.Chord A3 D4 G4 C5 F5 C6>,"[5, 7, 9, 0, 2]","[0, 2, 5, 7, 9]",84.0,57.0,Op.1_PianoSonata.mxl,Berg,10,major,0.33324116425239886
448.5,<music21.chord.Chord A3 D4 G4 D5 F5>,"[2, 5, 7, 9]","[2, 5, 7, 9]",77.0,57.0,Op.1_PianoSonata.mxl,Berg,10,major,0.33324116425239886
448.75,<music21.chord.Chord A3 D4 G-4 D5 F5>,"[2, 5, 6, 9]","[2, 5, 6, 9]",77.0,57.0,Op.1_PianoSonata.mxl,Berg,10,major,0.33324116425239886
449.0,<music21.chord.Chord A-3 C4 G-4 B4>,"[6, 8, 11, 0]","[0, 6, 8, 11]",71.0,56.0,Op.1_PianoSonata.mxl,Berg,10,major,0.33324116425239886
449.5,<music21.chord.Chord A-3 C4 G-4 B4 C5>,"[6, 8, 11, 0]","[0, 6, 8, 11]",72.0,56.0,Op.1_PianoSonata.mxl,Berg,10,major,0.33324116425239886
449.75,<music21.chord.Chord A-3 C4 F4 B4 C5>,"[5, 8, 11, 0]","[0, 5, 8, 11]",72.0,56.0,Op.1_PianoSonata.mxl,Berg,10,major,0.33324116425239886
450.0,<music21.chord.Chord A-3 C4 F4 B4 C5>,"[5, 8, 11, 0]","[0, 5, 8, 11]",72.0,56.0,Op.1_PianoSonata.mxl,Berg,10,major,0.33324116425239886
2701/6,<music21.chord.Chord A-3 C4 F4 B4 F5>,"[5, 8, 11, 0]","[0, 5, 8, 11]",77.0,56.0,Op.1_PianoSonata.mxl,Berg,10,major,0.33324116425239886
1351/3,<music21.chord.Chord A-3 C4 F4 B4 C#5>,"[5, 8, 11, 0, 1]","[0, 1, 5, 8, 11]",73.0,56.0,Op.1_PianoSonata.mxl,Berg,10,major,0.33324116425239886
450.5,<music21.chord.Chord G3 B3 F4 D5>,"[11, 2, 5, 7]","[2, 5, 7, 11]",74.0,55.0,Op.1_PianoSonata.mxl,Berg,10,major,0.33324116425239886
1352/3,<music21.chord.Chord G3 B3 F4 D5 A5>,"[5, 7, 9, 11, 2]","[2, 5, 7, 9, 11]",81.0,55.0,Op.1_PianoSonata.mxl,Berg,10,major,0.33324116425239886
2705/6,<music21.chord.Chord G3 B3 F4 D5 A-5>,"[11, 2, 5, 7, 8]","[2, 5, 7, 8, 11]",80.0,55.0,Op.1_PianoSonata.mxl,Berg,10,major,0.33324116425239886
451.0,<music21.chord.Chord G-3 B-3 F4 E-5 B-5 E-6>,"[3, 5, 6, 10]","[3, 5, 6, 10]",87.0,54.0,Op.1_PianoSonata.mxl,Berg,10,major,0.33324116425239886
451.5,<music21.chord.Chord G-3 B-3 E4 E-5 B-5 E-6>,"[3, 4, 6, 10]","[3, 4, 6, 10]",87.0,54.0,Op.1_PianoSonata.mxl,Berg,10,major,0.33324116425239886
451.75,<music21.chord.Chord G-3 B-3 E4 D5 B-5 D6>,"[2, 4, 6, 10]","[2, 4, 6, 10]",86.0,54.0,Op.1_PianoSonata.mxl,Berg,10,major,0.33324116425239886
452.0,<music21.chord.Chord F3 A3 E-4 G-5 A5 G-6>,"[3, 5, 6, 9]","[3, 5, 6, 9]",90.0,53.0,Op.1_PianoSonata.mxl,Berg,10,major,0.33324116425239886
452.5,<music21.chord.Chord F3 A3 E-4 A4 G-5 A5>,"[3, 5, 6, 9]","[3, 5, 6, 9]",81.0,53.0,Op.1_PianoSonata.mxl,Berg,10,major,0.33324116425239886
